,Unnamed: 0,Preco,Num Quartos,Num Banheiros,Num Vagas,Tamanho,Tipo,Cidade,Regiao,Itens Disponivels,Itens Indisponíveis,Data Completa,Dia,Mes,Ano,Dia da Semana,Dia da Semana Extenso,Semana do Ano,Quarter,Estado
297,297,600.000,1.0,1.0,1.0,29.0,Studio,São Paulo,Vila Mariana,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Geladeira inclusa', 'Cozinha americana', 'Home-office', 'Quartos e corredores com portas amplas']","['Banheira de hidromassagem', 'Piscina privativa', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Banheiro adaptado', 'Closet', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
298,298,485.000,2.0,1.0,1.0,50.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,SP
299,299,740.000,1.0,1.0,1.0,43.0,Apartamento,São Paulo,Santo Amaro,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Closet', 'Cozinha americana', 'Quintal', 'Área de serviço']",,14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
300,300,245.000,2.0,1.0,1.0,73.0,Apartamento,São Paulo,Vila Santana,"['Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,SP
301,301,520.000,1.0,1.0,0.0,45.0,Apartamento,São Paulo,Vila Mariana,"['Box', 'Armários nos banheiros', 'Armários na cozinha']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
302,302,425.000,1.0,1.0,0.0,24.0,Studio,São Paulo,Vila Mariana,"['Box', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Quartos e corredores com portas amplas']","['Banheira de hidromassagem', 'Armários no quarto', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']",08/02/2025,8.0,2.0,2025.0,5.0,Sábado,6.0,Q1,SP
303,303,350.000,2.0,1.0,0.0,36.0,Apartamento,São Paulo,Ipiranga,"['Varanda', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
304,304,245.000,2.0,1.0,0.0,66.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",28/01/2025,28.0,1.0,2025.0,1.0,Terça-feira,5.0,Q1,SP
305,305,340.000,1.0,1.0,1.0,59.0,Apartamento,São Paulo,Liberdade,"['Box', 'Armários nos banheiros', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal']",03/02/2025,3.0,2.0,2025.0,0.0,Segunda-feira,6.0,Q1,SP
306,306,265.000,2.0,1.0,1.0,40.0,Apartamento,São Paulo,Sítio da Figueira,['Varanda'],"['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",10/02/2025,10.0,2.0,2025.0,0.0,Segunda-feira,7.0,Q1,SP
307,307,650.000,2.0,2.0,1.0,102.0,Apartamento,São Paulo,Tatuapé,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Closet', 'Cozinha americana', 'Quintal', 'Área de serviço']",['Apartamento cobertura'],14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
308,308,750.000,1.0,1.0,0.0,60.0,Studio,São Paulo,Bela Vista,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Fogão incluso', 'Geladeira inclusa', 'Closet', 'Cozinha americana']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,SP
309,309,220.000,1.0,1.0,0.0,27.0,Apartamento,São Paulo,Cambuci,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",08/02/2025,8.0,2.0,2025.0,5.0,Sábado,6.0,Q1,SP
310,310,215.000,2.0,1.0,1.0,45.0,Apartamento,São Paulo,Jardim São Francisco (zona Leste),"['Box', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,SP
311,311,2.161.000,3.0,4.0,2.0,131.0,Apartamento,São Paulo,Mirandópolis,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Closet', 'Cozinha americana', 'Área de serviço']",,14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
312,312,880.000,1.0,2.0,1.0,98.0,Apartamento,São Paulo,Vila Maria,"['Box', 'Varanda', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Closet', 'Cozinha americana', 'Jardim', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Home-office', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
313,313,295.000,2.0,1.0,1.0,54.0,Apartamento,São Paulo,Sacoma,"['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Cozinha americana', 'Área de serviço']","['Box', 'Chuveiro a gás', 'Apartamento cobertura', 'Closet', 'Quintal']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,SP
314,314,451.506,2.0,1.0,1.0,42.0,Apartamento,São Paulo,Vila Prudente,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,SP
315,315,315.900,1.0,1.0,0.0,196.0,Casa,São Paulo,República,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Closet', 'Cozinha americana', 'Área de serviço']","['Apartamento cobertura', 'Banheiro adaptado', 'Quintal', 'Somente uma casa no terreno']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,SP
316,316,350.000,1.0,1.0,1.0,35.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Geladeira inclusa', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,SP
317,317,200.000,1.0,1.0,1.0,55.0,Apartamento,São Paulo,Chácara Belenzinho,"['Box', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,SP
318,318,280.000,2.0,1.0,1.0,50.0,Apartamento,São Paulo,Vila Vermelha,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,SP
319,319,484.000,2.0,3.0,2.0,85.0,Casa,São Paulo,Vila Carrão,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Cozinha americana', 'Quintal', 'Área de serviço']","['Piscina privativa', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Somente uma casa no terreno']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
320,320,200.000,1.0,1.0,0.0,74.0,Apartamento,São Paulo,Belenzinho,"['Box', 'Ar condicionado', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",20/01/2025,20.0,1.0,2025.0,0.0,Segunda-feira,4.0,Q1,SP
321,321,395.000,2.0,2.0,0.0,80.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários nos banheiros', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Cozinha americana', 'Quintal']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
322,322,270.000,2.0,1.0,1.0,59.0,Apartamento,São Paulo,Jardim Vergueiro (sacoma),"['Box', 'Armários no quarto', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",09/02/2025,9.0,2.0,2025.0,6.0,Domingo,6.0,Q1,SP
323,323,250.000,2.0,1.0,0.0,67.0,Apartamento,São Paulo,Jardim da Saúde,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,SP
324,324,480.000,1.0,1.0,2.0,50.0,Apartamento,São Paulo,Ipiranga,"['Box', 'Varanda', 'Armários no quarto', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",05/02/2025,5.0,2.0,2025.0,2.0,Quarta-feira,6.0,Q1,SP
325,325,1.200.000,2.0,2.0,1.0,115.0,Apartamento,São Paulo,Consolação,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Apartamento cobertura']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Fogão incluso', 'Geladeira inclusa']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,SP
326,326,3.670.000,2.0,3.0,2.0,105.0,Apartamento,São Paulo,Vila Olímpia,,,14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
327,327,208.000,2.0,1.0,1.0,56.0,Apartamento,São Paulo,Conjunto Residencial José Bonifácio,"['Box', 'Armários nos banheiros', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,SP
328,328,555.000,4.0,2.0,4.0,240.0,Casa,São Paulo,Vila Libanesa,"['Box', 'Piscina privativa', 'Quintal', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno']",10/02/2025,10.0,2.0,2025.0,0.0,Segunda-feira,7.0,Q1,SP
329,329,250.000,2.0,1.0,1.0,70.0,Casa,São Paulo,Parada Xv de Novembro,"['Box', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",25/01/2025,25.0,1.0,2025.0,5.0,Sábado,4.0,Q1,SP
330,330,1.249.000,2.0,1.0,1.0,65.0,Apartamento,São Paulo,Vila Mariana,"['Banheira de hidromassagem', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Closet', 'Cozinha americana', 'Área de serviço']","['Piscina privativa', 'Chuveiro a gás', 'Apartamento cobertura', 'Quintal']",10/02/2025,10.0,2.0,2025.0,0.0,Segunda-feira,7.0,Q1,SP
331,331,17.500.000,4.0,5.0,4.0,288.0,Apartamento,São Paulo,Itaim Bibi,['Varanda'],,14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
332,332,330.000,2.0,1.0,1.0,75.0,Apartamento,São Paulo,Vila Bela,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",23/01/2025,23.0,1.0,2025.0,3.0,Quinta-feira,4.0,Q1,SP
333,333,395.000,3.0,1.0,1.0,117.0,Casa,São Paulo,Vila das Merces,"['Box', 'Armários no quarto', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,SP
334,334,598.000,3.0,4.0,2.0,108.0,Apartamento,São Paulo,Chácara Santo Antônio (Zona Leste),"['Armários nos banheiros', 'Chuveiro a gás', 'Closet', 'Quintal']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Apartamento cobertura', 'Banheiro adaptado', 'Cozinha americana', 'Somente uma casa no terreno', 'Área de serviço']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
335,335,285.000,2.0,1.0,0.0,79.0,Casa,São Paulo,Sacomã,"['Armários nos banheiros', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",07/02/2025,7.0,2.0,2025.0,4.0,Sexta-feira,6.0,Q1,SP
336,336,285.000,2.0,1.0,0.0,42.0,Apartamento,São Paulo,Cambuci,"['Box', 'Varanda', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",07/02/2025,7.0,2.0,2025.0,4.0,Sexta-feira,6.0,Q1,SP
337,337,320.000,3.0,2.0,1.0,78.0,Apartamento,São Paulo,Sacomã,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,SP
338,338,2.600.000,2.0,3.0,3.0,128.0,Apartamento,São Paulo,Brooklin,"['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Closet', 'Cozinha americana', 'Quintal', 'Área de serviço']",['Apartamento cobertura'],14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
339,339,350.000,1.0,1.0,1.0,38.0,Apartamento,São Paulo,Cambuci,"['Box', 'Varanda', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,SP
340,340,549.000,2.0,1.0,2.0,100.0,Casa,São Paulo,Vila Monumento,['Ar condicionado'],"['Banheira de hidromassagem', 'Box', 'Varanda', 'Armários no quarto', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']",03/02/2025,3.0,2.0,2025.0,0.0,Segunda-feira,6.0,Q1,SP
341,341,425.000,2.0,2.0,1.0,106.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Banheiro adaptado', 'Closet', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,SP
342,342,350.000,1.0,1.0,0.0,50.0,Apartamento,São Paulo,Cambuci,"['Box', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,SP
343,343,270.000,2.0,1.0,1.0,42.0,Apartamento,São Paulo,Quinta da Paineira,"['Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,SP
344,344,210.000,2.0,1.0,1.0,63.0,Apartamento,São Paulo,Fazenda da Juta,"['Box', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Garden/Área Privativa']",27/01/2025,27.0,1.0,2025.0,0.0,Segunda-feira,5.0,Q1,SP
345,345,445.000,3.0,2.0,1.0,78.0,Apartamento,São Paulo,Vila Cláudia,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Fogão incluso', 'Closet', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Geladeira inclusa', 'Banheiro adaptado', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,SP
346,346,385.000,3.0,2.0,1.0,135.0,Apartamento,São Paulo,Mooca,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Closet', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,SP
347,347,260.000,2.0,1.0,1.0,65.0,Apartamento,São Paulo,Jardim Maria Estela,"['Box', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,SP
